id,area_id,index
100202609,100202,609
100202701,100202,701
100202702,100202,702
100203712,100203,715
100203713,100203,716
100203801,100203,801
100203802,100203,802
100203804,100203,804
100203805,100203,805
910020312,100203,12
910020305,100203,5
910020304,100203,4
910020302,100203,2
910020301,100203,1
100203711,100203,714
910020311,100203,11
100203710,100203,713
100203709,100203,712
100203604,100203,604
100203504,100203,504
100203505,100203,505
100203506,100203,506
100203501,100203,501
100203507,100203,507
100203508,100203,508
100203509,100203,509
100203601,100203,601
100203602,100203,602
100203603,100203,603
100203502,100203,502
100203605,100203,605
100203606,100203,606
100203610,100203,610
100203609,100203,609
100203607,100203,607
100203708,100203,711
100203611,100203,611
100203612,100203,612
100203613,100203,613
100203703,100203,703
100203704,100203,704
100203705,100203,705
100203706,100203,706
100203707,100203,710
100203503,100203,503
100203608,100203,608
100204609,100204,609
100204949,100204,949
100204910,100204,910
100204608,100204,608
100204702,100204,702
100204001,100204,1
100204201,100204,201
100204202,100204,202
100204203,100204,203
100204204,100204,204
100204205,100204,205
100204212,100204,212
100204401,100204,401
100204501,100204,501
100204502,100204,502
100204601,100204,601
100204602,100204,602
100204603,100204,603
100204604,100204,604
100204605,100204,605
100204606,100204,606
100204607,100204,607
910020401,100204,1
100204701,100204,701
100204802,100204,802
910020402,100204,2
100211608,100211,608
910021101,100211,1
100211601,100211,601
100211001,100211,1
100211002,100211,2
100211003,100211,3
100211920,100211,920
100211612,100211,612
100211611,100211,611
100211610,100211,610
100211609,100211,609
910021103,100211,3
100211604,100211,604
100211603,100211,603
100211602,100211,602
100211502,100211,502
100211501,100211,501
100221608,100221,608
100221612,100221,612
100221610,100221,610
100221609,100221,609
100221611,100221,611
100221607,100221,607
100221506,100221,506
100221605,100221,605
100221604,100221,604
100221603,100221,603
100221602,100221,602
100221601,100221,601
100221613,100221,613
100221606,100221,606
100221614,100221,614
910022104,100221,4
100221616,100221,616
100221703,100221,706
100221704,100221,707
100221705,100221,708
100221706,100221,709
100221707,100221,710
100221708,100221,711
100221803,100221,803
100221806,100221,806
100221920,100221,920
910022101,100221,1
910022102,100221,2
910022103,100221,3
910022105,100221,5
100221615,100221,615
100221505,100221,505
100221709,100221,712
100221502,100221,502
100221420,100221,420
100221419,100221,419
100221203,100221,203
100221205,100221,205
100221206,100221,206
100221207,100221,207
100221209,100221,209
100221401,100221,401
100221402,100221,402
100221403,100221,403
100221404,100221,404
100221421,100221,421
100221405,100221,405
100221407,100221,407
100221503,100221,503
100221408,100221,408
100221409,100221,409
100221410,100221,410
100221411,100221,411
100221412,100221,412
100221413,100221,413
100221414,100221,414
100221415,100221,415
100221416,100221,416
100221406,100221,406
100221202,100221,202
100221422,100221,422
100221423,100221,423
100221501,100221,501
100221446,100221,446
100221445,100221,445
100221444,100221,444
100221443,100221,443
100221442,100221,442
100221441,100221,441
100221440,100221,440
100221439,100221,439
100221438,100221,438
100221437,100221,437
100221436,100221,436
100221435,100221,435
100221434,100221,434
100221433,100221,433
100221432,100221,432
100221431,100221,431
100221430,100221,430
100221429,100221,429
100221428,100221,428
100221427,100221,427
100221426,100221,426
100221425,100221,425
100221201,100221,201
100221424,100221,424
100221417,100221,417
100221418,100221,418
910030112,100301,12
910030102,100301,2
910030101,100301,1
100301910,100301,910
100301702,100301,702
100301808,100301,808
100301201,100301,201
100301202,100301,202
100301204,100301,204
100301205,100301,205
100301401,100301,401
100301402,100301,402
100301403,100301,403
100301404,100301,404
100301405,100301,405
100301406,100301,406
100301501,100301,501
100301502,100301,502
100301810,100301,810
100301504,100301,504
100301505,100301,505
100301503,100301,503
100301601,100301,601
100301806,100301,806
100301805,100301,805
100301804,100301,804
100301506,100301,506
100301802,100301,802
100301801,100301,801
100301803,100301,803
100301703,100301,703
100301605,100301,605
100301604,100301,604
100301603,100301,603
100301602,100301,602
100301704,100301,704
100302814,100302,814
910030201,100302,1
910030202,100302,2
100302817,100302,817
100302816,100302,816
100302815,100302,815
100302812,100302,812
100302505,100302,505
100302810,100302,810
100302604,100302,604
100302603,100302,603
100302602,100302,602
100302601,100302,601
100302507,100302,507
100302506,100302,506
100302504,100302,504
100302503,100302,503
100302502,100302,502
100302501,100302,501
100302407,100302,407
100302406,100302,406
100302405,100302,405
100302404,100302,404
100302403,100302,403
100302402,100302,402
100302401,100302,401
100302811,100302,811
100302606,100302,606
100302605,100302,605
100302608,100302,608
100302806,100302,806
100302809,100302,809
100302607,100302,607
100302805,100302,805
100302804,100302,804
100302807,100302,807
100302803,100302,803
100302801,100302,801
100302707,100302,707
100302706,100302,706
100302705,100302,705
100302704,100302,704
100302609,100302,609
100302802,100302,802
100302808,100302,808
100303818,100303,818
100303819,100303,819
100303949,100303,949
910030301,100303,1
910030303,100303,3
910030302,100303,2
100303816,100303,816
910030304,100303,4
100303814,100303,814
100303605,100303,605
100303812,100303,812
100303408,100303,408
100303409,100303,409
100303501,100303,501
100303502,100303,502
100303503,100303,503
100303504,100303,504
100303505,100303,505
100303506,100303,506
100303507,100303,507
100303508,100303,508
100303509,100303,509
100303601,100303,601
100303602,100303,602
100303407,100303,407
100303603,100303,603
100303606,100303,606
100303607,100303,607
100303608,100303,608
100303609,100303,609
100303813,100303,813
100303701,100303,701
100303808,100303,808
100303807,100303,807
100303806,100303,806
100303805,100303,805
100303804,100303,804
100303803,100303,803
100303802,100303,802
100303604,100303,604
100303406,100303,406
100303405,100303,405
100303404,100303,404
100303811,100303,811
100303810,100303,810
100303809,100303,809
100303801,100303,801
100303401,100303,401
100303702,100303,702
100303403,100303,403
100303402,100303,402
100311501,100311,501
100311201,100311,201
100311204,100311,204
100311205,100311,205
100311401,100311,401
100311402,100311,402
100311403,100311,403
100311404,100311,404
100311502,100311,502
100311602,100311,602
100311601,100311,601
100311603,100311,603
100311604,100311,604
100311605,100311,605
100311801,100311,801
100311802,100311,802
100311804,100311,804
100311920,100311,920
100311503,100311,503
910032104,100321,4
910032102,100321,2
910032101,100321,1
910032103,100321,3
100321707,100321,709
100321706,100321,708
100321201,100321,201
100321202,100321,202
100321401,100321,401
100321402,100321,402
100321403,100321,403
100321404,100321,404
100321405,100321,405
100321406,100321,406
100321407,100321,407
100321801,100321,801
100321502,100321,502
100321503,100321,503
100321504,100321,504
100321506,100321,506
100321501,100321,501
100321602,100321,602
100321705,100321,707
100321601,100321,601
100321703,100321,703
100321702,100321,702
100321701,100321,701
100321610,100321,610
100321704,100321,706
100321608,100321,608
100321607,100321,607
100321606,100321,606
100321605,100321,605
100321604,100321,604
100321603,100321,603
100321609,100321,609
100401831,100401,831
100401830,100401,830
100401832,100401,832
100401835,100401,835
910040103,100401,3
100401840,100401,840
910040104,100401,4
910040102,100401,2
910040101,100401,1
100401839,100401,839
100401829,100401,829
100401824,100401,824
100401827,100401,827
100401702,100401,702
100401703,100401,703
100401801,100401,801
100401802,100401,802
100401803,100401,803
100401804,100401,804
100401805,100401,805
100401806,100401,806
100401807,100401,807
100401808,100401,808
100401809,100401,809
100401810,100401,810
100401811,100401,811
100401812,100401,812
100401813,100401,813
100401814,100401,814
100401815,100401,815
100401816,100401,816
100401818,100401,818
100401701,100401,701
100401819,100401,819
100401609,100401,609
100401607,100401,607
100401202,100401,202
100401203,100401,203
100401204,100401,204
100401205,100401,205
100401206,100401,206
100401207,100401,207
100401208,100401,208
100401501,100401,501
100401502,100401,502
100401503,100401,503
100401505,100401,505
100401506,100401,506
100401507,100401,507
100401601,100401,601
100401602,100401,602
100401603,100401,603
100401604,100401,604
100401605,100401,605
100401606,100401,606
100401608,100401,608
100401828,100401,828
100401817,100401,817
100401826,100401,826
100401820,100401,820
100401821,100401,821
100401825,100401,825
100401823,100401,823
100401822,100401,822
910041102,100411,2
100411702,100411,702
100411818,100411,818
100411703,100411,703
100411801,100411,801
100411802,100411,802
100411803,100411,803
100411804,100411,804
100411805,100411,805
100411806,100411,806
100411701,100411,701
100411808,100411,808
100411809,100411,809
100411810,100411,810
100411811,100411,811
100411812,100411,812
100411815,100411,815
910041101,100411,1
910041103,100411,3
100411807,100411,807
100411610,100411,610
910041104,100411,4
100411001,100411,1
100411817,100411,817
100411002,100411,2
100411201,100411,201
100411203,100411,203
100411204,100411,204
100411205,100411,205
100411501,100411,501
100411502,100411,502
100411503,100411,503
100411504,100411,504
100411505,100411,505
100411601,100411,601
100411602,100411,602
100411603,100411,603
100411604,100411,604
100411605,100411,605
100411606,100411,606
100411607,100411,607
100411609,100411,609
100411608,100411,608
100411819,100411,819
100411820,100411,820
100411821,100411,821
100411822,100411,822
100411823,100411,823
100411824,100411,824
100411826,100411,826
100411910,100411,910
100421807,100421,807
100421605,100421,605
100421606,100421,606
100421607,100421,607
100421608,100421,608
100421609,100421,609
100421610,100421,610
100421614,100421,614
100421612,100421,612
100421613,100421,613
100421604,100421,604
100421615,100421,615
100421616,100421,616
100421611,100421,611
100421603,100421,603
100421506,100421,506
100421601,100421,601
100421507,100421,507
100421617,100421,617
100421505,100421,505
100421504,100421,504
100421503,100421,503
100421502,100421,502
100421501,100421,501
100421203,100421,203
100421202,100421,202
100421201,100421,201
100421102,100421,102
100421101,100421,101
100421001,100421,1
100421602,100421,602
100421618,100421,618
100421619,100421,619
100421620,100421,620
100421806,100421,806
100421920,100421,920
100421801,100421,801
100421707,100421,707
100421802,100421,802
100421705,100421,705
100421704,100421,704
100421703,100421,703
100421621,100421,621
100421706,100421,706
100422604,100422,604
100422603,100422,603
100422602,100422,602
100422601,100422,601
100422505,100422,505
100422504,100422,504
100422502,100422,502
100422605,100422,605
100422201,100422,202
100422001,100422,1
100422511,100422,511
100422501,100422,501
100422611,100422,611
100422608,100422,608
100422609,100422,609
100422610,100422,610
100422702,100422,702
100422703,100422,706
100422704,100422,707
100422705,100422,708
100422706,100422,709
100422801,100422,801
100422804,100422,804
100422607,100422,607
100422606,100422,606
910050104,100501,4
910050103,100501,3
910050102,100501,2
910050101,100501,1
100501802,100501,802
100501940,100501,940
100501606,100501,606
100501607,100501,607
100501608,100501,608
100501609,100501,609
100501610,100501,610
100501611,100501,611
100501612,100501,612
100501613,100501,613
100501702,100501,702
100501703,100501,703
100501704,100501,704
100501705,100501,706
100501706,100501,707
100501801,100501,801
100501803,100501,803
100501804,100501,804
100501805,100501,805
100501806,100501,806
100501910,100501,910
100501605,100501,605
100501604,100501,604
100501603,100501,603
100501411,100501,411
100501402,100501,402
100501403,100501,403
100501404,100501,404
100501405,100501,405
100501406,100501,406
100501409,100501,409
100501410,100501,410
100501602,100501,602
100501401,100501,401
100501415,100501,415
100501420,100501,420
100501501,100501,501
100501502,100501,502
100501503,100501,503
100501504,100501,504
100501505,100501,505
100501506,100501,506
100501601,100501,601
100501419,100501,419
100501201,100501,201
100502605,100502,605
910050201,100502,1
100502401,100502,401
100502606,100502,606
100502403,100502,403
100502402,100502,402
100502949,100502,949
100502703,100502,703
100502702,100502,702
100502609,100502,609
100502608,100502,608
100502701,100502,701
100502604,100502,604
100502603,100502,603
100502602,100502,602
100502601,100502,604
100502501,100502,501
100502607,100502,607
100503607,100503,607
100503610,100503,610
100503609,100503,609
100503608,100503,608
100503606,100503,606
100503401,100503,401
100503604,100503,604
100503603,100503,603
100503602,100503,602
100503601,100503,601
100503501,100503,501
100503605,100503,605
100503701,100503,701
100503703,100503,703
100503704,100503,704
100503705,100503,705
100503803,100503,803
100503702,100503,702
100504801,100504,801
100504705,100504,705
100504704,100504,704
100504703,100504,703
100504702,100504,702
100504701,100504,701
100504607,100504,607
100504605,100504,605
100504604,100504,604
100504603,100504,603
100504602,100504,602
100504601,100504,601
100504502,100504,502
100504501,100504,501
100504606,100504,606
910051104,100511,4
910051101,100511,1
910051102,100511,2
910051103,100511,3
910051112,100511,12
100511612,100511,612
100511408,100511,408
100511608,100511,608
100511609,100511,609
100511610,100511,610
100511611,100511,611
100511614,100511,614
100511615,100511,615
100511616,100511,616
100511701,100511,701
100511702,100511,702
100511607,100511,607
100511703,100511,705
100511705,100511,707
100511706,100511,708
100511707,100511,709
100511708,100511,710
100511709,100511,711
100511710,100511,712
100511802,100511,802
100511803,100511,803
100511920,100511,920
100511704,100511,706
100511606,100511,606
100511613,100511,613
100511604,100511,604
100511401,100511,401
100511402,100511,402
100511403,100511,403
100511404,100511,404
100511605,100511,605
100511406,100511,406
100511407,100511,407
100511409,100511,409
100511410,100511,410
100511411,100511,411
100511412,100511,412
100511405,100511,405
100511414,100511,414
100511501,100511,501
100511502,100511,502
100511503,100511,503
100511504,100511,504
100511506,100511,506
100511601,100511,601
100511602,100511,602
100511603,100511,603
100511413,100511,413
910100101,101001,1
101001401,101001,401
101001209,101001,209
101001208,101001,208
101001207,101001,207
101001205,101001,205
101001101,101001,101
101001203,101001,203
101001202,101001,202
101001201,101001,201
101001001,101001,1
910100102,101001,2
101001204,101001,204
101001402,101001,402
101001403,101001,403
101001703,101001,705
101001605,101001,605
101001606,101001,606
101001608,101001,608
101001609,101001,609
101001610,101001,610
101001701,101001,701
101001604,101001,604
101001702,101001,702
101001705,101001,707
101001801,101001,801
101001802,101001,802
101001803,101001,803
101001806,101001,806
101001910,101001,910
101001704,101001,706
101001603,101001,603
101001607,101001,607
101001601,101001,601
101001404,101001,404
101001405,101001,405
101001406,101001,406
101001407,101001,407
101001602,101001,602
101001409,101001,409
101001410,101001,410
101001408,101001,408
101001412,101001,412
101001501,101001,501
101001502,101001,502
101001503,101001,503
101001504,101001,504
101001505,101001,505
101001411,101001,411
101002606,101002,606
101002503,101002,503
101002605,101002,605
101002604,101002,604
101002603,101002,603
101002602,101002,602
101002601,101002,601
101002504,101002,504
101002502,101002,502
101002703,101002,703
101002403,101002,403
101002402,101002,402
101002401,101002,401
101002204,101002,204
101002203,101002,203
101002202,101002,202
101002201,101002,201
101002001,101002,1
101002607,101002,607
101002501,101002,501
101002608,101002,608
101002609,101002,609
101002610,101002,610
101002702,101002,702
101002940,101002,940
101002802,101002,802
101002801,101002,801
101002704,101002,704
101002614,101002,614
910100202,101002,2
910100201,101002,1
101002613,101002,613
101002612,101002,612
101002611,101002,611
910100203,101002,3
101012001,101012,1
101012501,101012,501
101101704,101101,704
101101703,101101,703
101101702,101101,702
101101604,101101,604
101101602,101101,602
101101601,101101,601
101101701,101101,701
101101603,101101,603
101102601,101102,601
101102602,101102,602
101102603,101102,603
101102604,101102,604
101102701,101102,701
101102702,101102,702
101102703,101102,703
101103201,101103,201
101103605,101103,605
101103603,101103,603
101103601,101103,601
101103991,101103,991
101103802,101103,802
101103602,101103,602
101103702,101103,706
101103701,101103,704
101103801,101103,801
101103604,101103,604
101104702,101104,705
101104701,101104,704
101104604,101104,604
101104602,101104,602
101104601,101104,601
101104201,101104,201
101104603,101104,603
101105602,101105,602
101105603,101105,603
101105701,101105,703
101105702,101105,704
101105703,101105,705
101105940,101105,940
101105601,101105,601
910120201,101202,1
101202603,101202,603
101202401,101202,401
101202402,101202,402
101202201,101202,201
101202910,101202,910
101202814,101202,814
101202804,101202,804
101202802,101202,802
101202801,101202,801
101202608,101202,608
101202607,101202,607
101202803,101202,803
101202605,101202,605
101202102,101202,102
101202101,101202,101
101202002,101202,2
101202501,101202,501
101202001,101202,1
101202604,101202,604
101202602,101202,602
101202606,101202,606
101202601,101202,601
101203603,101203,603
101203601,101203,601
101203505,101203,505
101203501,101203,501
101203503,101203,503
101203502,101203,502
101203001,101203,1
101203604,101203,604
101203504,101203,504
101203605,101203,605
101203701,101203,701
101203607,101203,607
910120302,101203,2
910120301,101203,1
101203816,101203,816
101203815,101203,815
101203813,101203,813
101203812,101203,812
101203811,101203,811
101203810,101203,810
101203809,101203,809
101203606,101203,606
101203808,101203,808
101203806,101203,806
101203805,101203,805
101203804,101203,804
101203803,101203,803
101203802,101203,802
101203801,101203,801
101203705,101203,706
101203704,101203,705
101203703,101203,704
101203702,101203,703
101203807,101203,807
101203602,101203,602
910120401,101204,1
910120402,101204,2
101204603,101204,603
101204001,101204,1
101204501,101204,501
101204502,101204,502
101204503,101204,503
101204504,101204,504
101204505,101204,505
101204506,101204,506
101204507,101204,507
101204602,101204,602
101204508,101204,508
101204601,101204,601
101204825,101204,825
101204810,101204,810
101204811,101204,811
101204812,101204,812
101204813,101204,813
101204814,101204,814
101204815,101204,815
101204809,101204,809
101204816,101204,816
101204818,101204,818
101204819,101204,819
101204820,101204,820
101204821,101204,821
101204822,101204,822
101204823,101204,823
101204817,101204,817
101204824,101204,824
101204808,101204,808
101204806,101204,806
101204606,101204,606
101204607,101204,607
101204608,101204,608
101204609,101204,609
101204610,101204,610
101204701,101204,701
101204807,101204,807
101204702,101204,702
101204704,101204,704
101204801,101204,801
101204802,101204,802
101204803,101204,803
101204804,101204,804
101204805,101204,805
101204703,101204,703
101204605,101204,605
101204604,101204,604
101204827,101204,827
101204826,101204,826
101204835,101204,835
101204834,101204,834
101204833,101204,833
101204837,101204,837
101204831,101204,831
101204830,101204,830
101204829,101204,829
101204828,101204,828
101204832,101204,832
910120503,101205,3
101205602,101205,602
910120502,101205,2
910120501,101205,1
101205607,101205,607
101205606,101205,606
101205605,101205,605
101205604,101205,604
101205609,101205,609
101205603,101205,603
101205601,101205,601
101205505,101205,505
101205509,101205,509
101205508,101205,508
101205507,101205,507
101205506,101205,506
101205504,101205,504
101205503,101205,503
101205502,101205,502
101205501,101205,501
101205002,101205,2
101205001,101205,1
101205610,101205,610
101205510,101205,510
101205701,101205,701
101205608,101205,608
101205809,101205,809
101205806,101205,806
101205805,101205,805
101205804,101205,804
101205707,101205,709
101205706,101205,708
101205705,101205,707
101205704,101205,704
101205708,101205,712
101205702,101205,702
101205703,101205,703
101206604,101206,604
101206603,101206,603
101206602,101206,602
101206601,101206,601
101206502,101206,502
101206501,101206,501
101206401,101206,401
101206806,101206,806
101206805,101206,805
101206804,101206,804
101206605,101206,605
101206803,101206,803
910120601,101206,1
101206802,101206,802
101206801,101206,801
101207602,101207,602
101207404,101207,404
101207501,101207,501
101207601,101207,601
101207803,101207,803
101207403,101207,403
101207402,101207,402
101207401,101207,401
101207001,101207,1
101208910,101208,910
101208805,101208,805
101208804,101208,804
101208704,101208,706
101208703,101208,705
101208702,101208,702
101208701,101208,701
101208607,101208,607
101208605,101208,605
101208604,101208,604
101208603,101208,603
101208606,101208,606
101208601,101208,601
101208504,101208,504
101208503,101208,503
101208501,101208,501
101208001,101208,1
101208602,101208,602
910120801,101208,1
101211402,101211,402
101211403,101211,403
101211404,101211,404
101211405,101211,405
101211409,101211,409
101211408,101211,408
101211407,101211,407
101211410,101211,410
101211401,101211,401
101211406,101211,406
101211209,101211,209
101211413,101211,413
101211207,101211,207
101211206,101211,206
101211205,101211,205
101211204,101211,204
101211203,101211,203
101211201,101211,201
101211411,101211,411
910121101,101211,1
910121102,101211,2
910121103,101211,3
101211208,101211,208
101211412,101211,412
101211920,101211,920
101211710,101211,712
101211611,101211,611
101211612,101211,612
101211613,101211,613
101211614,101211,614
101211615,101211,615
101211616,101211,616
101211617,101211,617
101211618,101211,618
101211619,101211,619
101211949,101211,949
101211701,101211,701
101211809,101211,809
101211808,101211,808
101211806,101211,806
101211805,101211,805
101211804,101211,804
101211803,101211,803
101211802,101211,802
101211801,101211,801
101211702,101211,702
101211709,101211,711
101211708,101211,710
101211707,101211,709
101211706,101211,708
101211705,101211,706
101211610,101211,610
101211609,101211,609
101211608,101211,608
101211607,101211,607
101211414,101211,414
101211415,101211,415
101211416,101211,416
101211417,101211,417
101211418,101211,418
101211419,101211,419
101211420,101211,420
101211704,101211,705
101211422,101211,422
101211423,101211,423
101211421,101211,421
101211501,101211,501
101211606,101211,606
101211424,101211,424
101211604,101211,604
101211603,101211,603
101211605,101211,605
101211601,101211,601
101211504,101211,504
101211503,101211,503
101211502,101211,502
101211602,101211,602
101211703,101211,704
910130101,101301,1
910130102,101301,2
910130103,101301,3
910130104,101301,4
910130113,101301,13
101301602,101301,602
101301502,101301,502
101301910,101301,910
101301807,101301,807
101301804,101301,804
101301803,101301,803
101301802,101301,802
101301801,101301,801
101301703,101301,711
101301505,101301,505
101301611,101301,611
101301610,101301,610
101301609,101301,609
101301608,101301,608
101301607,101301,607
101301606,101301,606
101301605,101301,605
101301604,101301,604
101301603,101301,603
101301504,101301,504
101301503,101301,503
101301702,101301,709
101301501,101301,501
101301001,101301,1
101301002,101301,2
101301003,101301,3
101301201,101301,201
101301202,101301,202
101301204,101301,204
101301205,101301,205
101301206,101301,206
101301601,101301,601
101301207,101301,207
101301209,101301,209
101301210,101301,210
101301211,101301,211
101301401,101301,401
101301402,101301,402
101301403,101301,403
101301404,101301,404
101301405,101301,405
101301208,101301,208
910131101,101311,1
101311134,101311,134
101311011,101311,10
101311125,101311,125
101311126,101311,126
101311127,101311,127
101311128,101311,128
101311129,101311,129
101311130,101311,130
101311131,101311,131
101311133,101311,133
101311201,101311,201
101311202,101311,202
101311203,101311,203
101311204,101311,204
101311205,101311,205
101311206,101311,206
101311207,101311,207
101311208,101311,208
101311209,101311,209
101311210,101311,210
101311212,101311,212
101311401,101311,401
101311402,101311,402
101311403,101311,403
101311404,101311,404
101311405,101311,405
101311801,101311,801
101311804,101311,804
101311805,101311,805
101311806,101311,806
101311991,101311,991
101311124,101311,124
101311123,101311,123
101311132,101311,132
101311121,101311,121
101311001,101311,1
101311002,101311,2
101311003,101311,3
101311004,101311,4
101311005,101311,5
101311122,101311,122
101311008,101311,7
101311009,101311,8
101311010,101311,9
101311012,101311,11
101311013,101311,12
101311101,101311,101
101311102,101311,102
101311103,101311,103
101311104,101311,104
101311007,101311,6
101311106,101311,106
101311105,101311,105
101311120,101311,120
101311119,101311,119
101311118,101311,118
101311116,101311,116
101311115,101311,115
101311113,101311,113
101311117,101311,117
101311111,101311,111
101311110,101311,110
101311109,101311,109
101311108,101311,108
101311107,101311,107
101311112,101311,112
910131201,101312,1
101312401,101312,401
101312802,101312,802
101312801,101312,801
101312404,101312,404
101312403,101312,403
101312402,101312,402
101312205,101312,205
101312101,101312,101
101312203,101312,203
101312202,101312,202
101312201,101312,201
101312103,101312,103
101312102,101312,102
101312002,101312,2
101312001,101312,1
101312803,101312,803
101312204,101312,204
101312804,101312,804
910131301,101313,1
910131311,101313,11
101313001,101313,1
101313103,101313,103
101313104,101313,104
101313804,101313,804
101313803,101313,803
101313802,101313,802
101313801,101313,801
101313402,101313,402
101313401,101313,401
101313204,101313,204
101313102,101313,102
101313202,101313,202
101313201,101313,201
101313106,101313,106
101313101,101313,101
101313203,101313,203
101313105,101313,105
101314803,101314,803
101314802,101314,802
101314801,101314,801
101314403,101314,403
101314804,101314,804
101314204,101314,204
101314401,101314,401
910131401,101314,1
101314402,101314,402
101314202,101314,202
101314203,101314,203
101314201,101314,201
910131501,101315,1
101315804,101315,804
101315803,101315,803
101315802,101315,802
101315801,101315,801
101315503,101315,503
101315502,101315,502
101315501,101315,501
101315406,101315,406
101315404,101315,404
101315403,101315,403
101315401,101315,401
101315205,101315,205
101315408,101315,408
101315407,101315,407
101316001,101316,1
101316004,101316,4
101316005,101316,5
101316804,101316,804
101316805,101316,805
101316806,101316,806
101316807,101316,807
101316808,101316,808
101316809,101316,809
101316810,101316,810
101316803,101316,803
101316901,101316,901
101316905,101316,905
101316906,101316,906
101316907,101316,907
101316908,101316,908
101316910,101316,910
101316921,101316,921
910131601,101316,1
101316902,101316,902
101316802,101316,802
101316801,101316,801
101316501,101316,501
101316101,101316,101
101316102,101316,102
101316103,101316,103
101316202,101316,202
101316203,101316,203
101316204,101316,204
101316205,101316,205
101316206,101316,206
101316207,101316,207
101316208,101316,208
101316401,101316,401
101316402,101316,402
101316403,101316,403
101316404,101316,404
101316405,101316,405
101316406,101316,406
101316407,101316,407
101316003,101316,3
101316002,101316,2
910131703,101317,3
910131712,101317,12
910131702,101317,2
910131701,101317,1
101317401,101317,401
101317702,101317,702
101317805,101317,805
101317804,101317,804
101317803,101317,803
101317802,101317,802
101317801,101317,801
101317704,101317,704
101317703,101317,703
101317701,101317,701
101317806,101317,806
101317606,101317,606
101317604,101317,604
101317603,101317,603
101317602,101317,602
101317601,101317,601
101317504,101317,504
101317503,101317,503
101317502,101317,502
101317501,101317,501
101317201,101317,201
101317605,101317,605
101318802,101318,802
101318803,101318,803
101318201,101318,201
101318801,101318,801
101318804,101318,804
101318504,101318,504
910131801,101318,1
101318502,101318,502
101318501,101318,501
101318401,101318,401
101318202,101318,202
101318503,101318,503
101321508,101321,508
101321507,101321,507
101321506,101321,506
101321505,101321,505
101321504,101321,504
101321501,101321,501
101321502,101321,502
101321203,101321,203
101321202,101321,202
101321201,101321,201
101321601,101321,601
101321503,101321,503
101321706,101321,705
101321602,101321,602
101321604,101321,604
101321802,101321,802
101321803,101321,803
101321804,101321,804
101321805,101321,805
101321806,101321,806
101321807,101321,807
101321808,101321,808
101321603,101321,603
101321705,101321,705
101321704,101321,704
101321703,101321,703
101321702,101321,702
101321801,101321,801
101321616,101321,616
101321611,101321,611
101321610,101321,610
101321612,101321,612
101321701,101321,701
101321608,101321,608
101321609,101321,609
101321606,101321,606
101321605,101321,605
101321613,101321,613
101321614,101321,614
101321615,101321,615
101321607,101321,607
101322501,101322,501
101322502,101322,502
101322503,101322,503
101322504,101322,504
101322505,101322,505
101322507,101322,507
101322612,101322,612
101322508,101322,508
101322601,101322,601
101322602,101322,602
101322603,101322,603
101322604,101322,604
101322605,101322,605
101322607,101322,607
101322608,101322,608
101322609,101322,609
101322610,101322,610
101322611,101322,611
101322506,101322,506
101322606,101322,606
101322613,101322,613
101322801,101322,801
101322806,101322,806
